is_interesting;Spalte1;news;category;title;summary;link;date;time;datetime;ID;;;
;261;Christmas: Retired woodworker sends presents around the world. Ted Bird keeps his workshop going 10 months a year to make toys for children across the globe.;BBC News - Family & Education;Christmas: Retired woodworker sends presents around the world;Ted Bird keeps his workshop going 10 months a year to make toys for children across the globe.;https://www.bbc.co.uk/news/uk-wales-50887874;(2019, 12, 25);(8, 1, 30);Wed, 25 Dec 2019 08:01:30 GMT;b08a097b4e5ff64a1b0ce02ef770dcba;;;
x;262;Sir David Attenborough warns of climate 'crisis moment'. We're at a pivotal point in efforts to tackle climate change, the naturalist and broadcaster warns.;BBC News - Science & Environment;Sir David Attenborough warns of climate 'crisis moment';We're at a pivotal point in efforts to tackle climate change, the naturalist and broadcaster warns.;https://www.bbc.co.uk/news/science-environment-51123638;(2020, 1, 16);(5, 0, 11);Thu, 16 Jan 2020 05:00:11 GMT;92a19590ac43ffd2ba07858c8a493f24;;;
;263;Microsoft makes 'carbon negative' pledge. The tech giant promises to remove all the carbon it has emitted since its founding in 1975.;BBC News - Science & Environment;Microsoft makes 'carbon negative' pledge;The tech giant promises to remove all the carbon it has emitted since its founding in 1975.;https://www.bbc.co.uk/news/technology-51133811;(2020, 1, 16);(20, 32, 36);Thu, 16 Jan 2020 20:32:36 GMT;0a35f79b90d245f970bfc721f2dd5018;;;
;264;Climate change: Citizens' jury prepares to tackle climate change. UK panel will tackle some of the dilemmas around global warming.;BBC News - Science & Environment;Climate change: Citizens' jury prepares to tackle climate change;UK panel will tackle some of the dilemmas around global warming.;https://www.bbc.co.uk/news/science-environment-51111796;(2020, 1, 17);(1, 23, 19);Fri, 17 Jan 2020 01:23:19 GMT;09cbd95286a4054106ea706ac08e8f61;;;
;265;New maps reveal Scotland's seabird breeding hotspots. Conservationists mapped the most critical areas of Scotland for endangered birds like the kittiwake.;BBC News - Science & Environment;New maps reveal Scotland's seabird breeding hotspots;Conservationists mapped the most critical areas of Scotland for endangered birds like the kittiwake.;https://www.bbc.co.uk/news/uk-scotland-51142329;(2020, 1, 17);(0, 8, 49);Fri, 17 Jan 2020 00:08:49 GMT;cdfa741ef790c6cfcad0c7db86965649;;;
;266;'Rosalind Franklin' Mars rover edges closer to launch. Europe's six-wheeled robot completes more key tests ahead of its planned summer launch.;BBC News - Science & Environment;'Rosalind Franklin' Mars rover edges closer to launch;Europe's six-wheeled robot completes more key tests ahead of its planned summer launch.;https://www.bbc.co.uk/news/science-environment-51140339;(2020, 1, 16);(15, 31, 34);Thu, 16 Jan 2020 15:31:34 GMT;12e0b3c6782e578e7d9c807d5fa613e3;;;
;267;Taal volcano's inner lake all but gone in eruption. Satellites continue to monitor the Philippines volcano which has experienced a lull in activity.;BBC News - Science & Environment;Taal volcano's inner lake all but gone in eruption;Satellites continue to monitor the Philippines volcano which has experienced a lull in activity.;https://www.bbc.co.uk/news/science-environment-44661949;(2020, 1, 16);(16, 17, 42);Thu, 16 Jan 2020 16:17:42 GMT;238b07b98cafe310dbd1d72110fb9100;;;
x;268;Neanderthals 'dived in the ocean' for shellfish. Until now, there's been little evidence our evolutionary relatives could swim.;BBC News - Science & Environment;Neanderthals 'dived in the ocean' for shellfish;Until now, there's been little evidence our evolutionary relatives could swim.;https://www.bbc.co.uk/news/science-environment-51128639;(2020, 1, 15);(21, 17, 15);Wed, 15 Jan 2020 21:17:15 GMT;8f26f698fa93bd14504a931f94932c18;;;
;269;Meet the NASA intern who discovered a new planet on his third day. This teenager found a new planet on the third day of his internship at the US space agency.;BBC News - Science & Environment;Meet the NASA intern who discovered a new planet on his third day;This teenager found a new planet on the third day of his internship at the US space agency.;https://www.bbc.co.uk/news/newsbeat-51122019;(2020, 1, 16);(0, 47, 52);Thu, 16 Jan 2020 00:47:52 GMT;a7d81c0f88e2c16213a8e71c76b3bb70;;;
;270;Agriculture Bill: Soil at heart of UK farm grant revolution. Soil protection will be a core issue as the Agriculture Bill returns to Parliament later.;BBC News - Science & Environment;Agriculture Bill: Soil at heart of UK farm grant revolution;Soil protection will be a core issue as the Agriculture Bill returns to Parliament later.;https://www.bbc.co.uk/news/science-environment-51128709;(2020, 1, 16);(0, 6, 45);Thu, 16 Jan 2020 00:06:45 GMT;e675e61b26ebe3ed08c92df71f115a56;;;
x;271;Climate change: Last decade confirmed as warmest on record. Global data from three agencies also shows that 2019 was the second warmest year since 1850.;BBC News - Science & Environment;Climate change: Last decade confirmed as warmest on record;Global data from three agencies also shows that 2019 was the second warmest year since 1850.;https://www.bbc.co.uk/news/science-environment-51111176;(2020, 1, 15);(16, 3, 43);Wed, 15 Jan 2020 16:03:43 GMT;489951d872685806ea8e948a43a0c360;;;
x;272;Man arrested in Peru airport with 20 birds in suitcase. The Belgian traveller was trying to smuggle the protected species from Peru to Spain, officers say.;BBC News - Science & Environment;Man arrested in Peru airport with 20 birds in suitcase;The Belgian traveller was trying to smuggle the protected species from Peru to Spain, officers say.;https://www.bbc.co.uk/news/world-latin-america-51133664;(2020, 1, 16);(11, 32, 52);Thu, 16 Jan 2020 11:32:52 GMT;23db1f0bd62e8c53e1ef7ba04f3a9763;;;
;273;First stranded Orca found in almost 20 years in the Wash. The dead 15ft (4.5m) long juvenile killer whale was found on the coast of Norfolk and Lincolnshire.;BBC News - Science & Environment;First stranded Orca found in almost 20 years in the Wash;The dead 15ft (4.5m) long juvenile killer whale was found on the coast of Norfolk and Lincolnshire.;https://www.bbc.co.uk/news/uk-england-norfolk-51108830;(2020, 1, 14);(16, 23, 4);Tue, 14 Jan 2020 16:23:04 GMT;ed03373d8cdbd29f616deac9d9c64edd;;;
;274;Reconnecting with nature 'triggers' eco-actions. People with access to green spaces are more likely to be more environmentally friendly, study says.;BBC News - Science & Environment;Reconnecting with nature 'triggers' eco-actions;People with access to green spaces are more likely to be more environmentally friendly, study says.;https://www.bbc.co.uk/news/science-environment-51110546;(2020, 1, 15);(8, 29, 25);Wed, 15 Jan 2020 08:29:25 GMT;2e5d9f8a2b5776bad0be36fd3fe5345e;;;
x;275;"HS2 could threaten irreplaceable natural habitats, report warns. Wildlife group says rare species could be wiped out by rail link and calls for a ""greener"" approach.";BBC News - Science & Environment;HS2 could threaten irreplaceable natural habitats, report warns;"Wildlife group says rare species could be wiped out by rail link and calls for a ""greener"" approach.";https://www.bbc.co.uk/news/uk-51115637;(2020, 1, 15);(12, 3, 25);Wed, 15 Jan 2020 12:03:25 GMT;b4da5c2d4c99252e973cbdf31662295d;;;
;276;"COP26: Climate summit may cost 'several hundred million pounds'. The UK government shows ""lack of clarity"" on funding the COP26 conference in Glasgow this year.";BBC News - Science & Environment;COP26: Climate summit may cost 'several hundred million pounds';"The UK government shows ""lack of clarity"" on funding the COP26 conference in Glasgow this year.";https://www.bbc.co.uk/news/uk-scotland-south-scotland-51112821;(2020, 1, 15);(17, 12, 51);Wed, 15 Jan 2020 17:12:51 GMT;cf43d5066bded219351abdcaa18a3fcc;;;
;277;Cardiff congestion: £2 charge plan to cut city traffic. Cardiff could join London and Durham and charge city centre drivers to meet clean air targets.;BBC News - Science & Environment;Cardiff congestion: £2 charge plan to cut city traffic;Cardiff could join London and Durham and charge city centre drivers to meet clean air targets.;https://www.bbc.co.uk/news/uk-wales-51108586;(2020, 1, 15);(17, 43, 20);Wed, 15 Jan 2020 17:43:20 GMT;d4bb984db1ce1b7036c8998313801e36;;;
x;278;Climate change: Australia fires will be 'normal' in warmer world. UK scientists say the recent fires in Australia are a foretaste of decades to come.;BBC News - Science & Environment;Climate change: Australia fires will be 'normal' in warmer world;UK scientists say the recent fires in Australia are a foretaste of decades to come.;https://www.bbc.co.uk/news/science-environment-51094919;(2020, 1, 14);(1, 33, 38);Tue, 14 Jan 2020 01:33:38 GMT;809ab4ac3d9c863f3643dee3121a2c08;;;
x;279;Secrets of '1,000-year-old trees' unlocked. Scientists discover how the ginkgo lives to such an old age, surviving for centuries or millennia.;BBC News - Science & Environment;Secrets of '1,000-year-old trees' unlocked;Scientists discover how the ginkgo lives to such an old age, surviving for centuries or millennia.;https://www.bbc.co.uk/news/science-environment-51063469;(2020, 1, 13);(20, 5, 51);Mon, 13 Jan 2020 20:05:51 GMT;054d7a775f77b68d8aa433082b02d224;;;
;280;Birmingham car ban: How would the scheme work?. A scheme to stop cars travelling across the city has been proposed, but how would it actually work?;BBC News - Science & Environment;Birmingham car ban: How would the scheme work?;A scheme to stop cars travelling across the city has been proposed, but how would it actually work?;https://www.bbc.co.uk/news/uk-england-birmingham-51105586;(2020, 1, 15);(2, 41, 13);Wed, 15 Jan 2020 02:41:13 GMT;ca62c4054feabdacdcedb77a53661fb1;;;
x;281;Australia fires: Aboriginal planners say the bush 'needs to burn'. What would happen if Australia followed the ancient bushfire management practices of Aboriginal people?;BBC News - Science & Environment;Australia fires: Aboriginal planners say the bush 'needs to burn';What would happen if Australia followed the ancient bushfire management practices of Aboriginal people?;https://www.bbc.co.uk/news/world-australia-51043828;(2020, 1, 12);(21, 27, 53);Sun, 12 Jan 2020 21:27:53 GMT;39aaf2a0dfe4cf897a3d22192171c60f;;;
x;282;Australia fires: How do we know how many animals have died?. A biodiversity expert suggests almost half a billion animals might have been affected in Australia.;BBC News - Science & Environment;Australia fires: How do we know how many animals have died?;A biodiversity expert suggests almost half a billion animals might have been affected in Australia.;https://www.bbc.co.uk/news/50986293;(2020, 1, 4);(1, 17, 22);Sat, 04 Jan 2020 01:17:22 GMT;8a366f8510fc7cfa0b128808aa932a45;;;
;283;The scientist powering drones with 'happy gas'. The hydrogen-powered drone which could revolutionise the travel industry.;BBC News - Science & Environment;The scientist powering drones with 'happy gas';The hydrogen-powered drone which could revolutionise the travel industry.;https://www.bbc.co.uk/news/technology-50841104;(2020, 1, 3);(9, 23, 27);Fri, 03 Jan 2020 09:23:27 GMT;c2a3204577e15aeb83b4d455e52259e3;;;
x;284;Australia fires: A visual guide to the bushfire crisis. How Australia has been battling bushfires during a devastating fire season.;BBC News - Science & Environment;Australia fires: A visual guide to the bushfire crisis;How Australia has been battling bushfires during a devastating fire season.;https://www.bbc.co.uk/news/world-australia-50951043;(2020, 1, 13);(17, 59, 25);Mon, 13 Jan 2020 17:59:25 GMT;384e9c6b036aacaf415ba6533648050a;;;
x;285;Belching in a good way: How livestock could learn from Orkney sheep. The sheep of North Ronaldsay could teach other livestock how to belch in a way less harmful to the climate.;BBC News - Science & Environment;Belching in a good way: How livestock could learn from Orkney sheep;The sheep of North Ronaldsay could teach other livestock how to belch in a way less harmful to the climate.;https://www.bbc.co.uk/news/stories-50856275;(2020, 1, 3);(0, 47, 51);Fri, 03 Jan 2020 00:47:51 GMT;5a72d4bcdc59408ccea7e0d437b591be;;;
x;286;Extinction: A million species at risk, so what is saved?. With around one million species at risk, how do conservationists decide what species to save?;BBC News - Science & Environment;Extinction: A million species at risk, so what is saved?;With around one million species at risk, how do conservationists decide what species to save?;https://www.bbc.co.uk/news/science-environment-50788571;(2019, 12, 28);(0, 24, 42);Sat, 28 Dec 2019 00:24:42 GMT;328e17e33fc3db5d692f535ec0e2c3cb;;;
;287;New engine tech that could get us to Mars faster. Nasa wants to send humans to Mars one day, but do we have the engines to get us there?;BBC News - Science & Environment;New engine tech that could get us to Mars faster;Nasa wants to send humans to Mars one day, but do we have the engines to get us there?;https://www.bbc.co.uk/news/science-environment-48912458;(2019, 12, 25);(0, 33, 2);Wed, 25 Dec 2019 00:33:02 GMT;493eb768c76a56d3b83c73f0c628ddc3;;;
;288;Climate change: Can Glasgow go carbon neutral?. As more cities declare climate emergencies, we look at how Glasgow aims to cancel out its carbon footprint.;BBC News - Science & Environment;Climate change: Can Glasgow go carbon neutral?;As more cities declare climate emergencies, we look at how Glasgow aims to cancel out its carbon footprint.;https://www.bbc.co.uk/news/science-environment-51141619;(2020, 1, 17);(0, 59, 43);Fri, 17 Jan 2020 00:59:43 GMT;06113c818fdff9e1076d7ce19c60709a;;;
;289;"Sir David Attenborough blasts inaction on climate change. The naturalist and broadcaster has warned that ""the moment of crisis has come"".";BBC News - Science & Environment;Sir David Attenborough blasts inaction on climate change;"The naturalist and broadcaster has warned that ""the moment of crisis has come"".";https://www.bbc.co.uk/news/science-environment-51124318;(2020, 1, 16);(6, 20, 21);Thu, 16 Jan 2020 06:20:21 GMT;af8cb384c51c18c66ffb3a99a73bf1a1;;;
;290;Taal: Time-lapse of lightning storm swirling round Philippine volcano. Dramatic time-lapse footage shows lightning swirling around the Taal volcano as it spewed ash.;BBC News - Science & Environment;Taal: Time-lapse of lightning storm swirling round Philippine volcano;Dramatic time-lapse footage shows lightning swirling around the Taal volcano as it spewed ash.;https://www.bbc.co.uk/news/world-asia-51083520;(2020, 1, 12);(14, 21, 35);Sun, 12 Jan 2020 14:21:35 GMT;0e0b56adeec92027168a8db8c06cdc4f;;;
x;291;Tackling the Earth's orbiting space junk. How the Japanese firm Astroscale is set to start cleaning up the Earth's orbiting space debris.;BBC News - Science & Environment;Tackling the Earth's orbiting space junk;How the Japanese firm Astroscale is set to start cleaning up the Earth's orbiting space debris.;https://www.bbc.co.uk/news/business-50976292;(2020, 1, 3);(0, 11, 51);Fri, 03 Jan 2020 00:11:51 GMT;cb189a4be4cd5be8ded9dbac19a95a56;;;
;292;Writing a ‘national anthem' for Mars. A former software analyst and rising opera star has penned a song for the Red Planet.;BBC News - Science & Environment;Writing a ‘national anthem' for Mars;A former software analyst and rising opera star has penned a song for the Red Planet.;https://www.bbc.co.uk/news/world-asia-50840814;(2020, 1, 2);(0, 1, 31);Thu, 02 Jan 2020 00:01:31 GMT;de6958312ef4f0efd0af5f6b6dafd2bb;;;
x;293;Our Planet Matters: Climate change explained. It's been linked to a year of extremes – from bushfires to torrential rains – but what is it?;BBC News - Science & Environment;Our Planet Matters: Climate change explained;It's been linked to a year of extremes – from bushfires to torrential rains – but what is it?;https://www.bbc.co.uk/news/science-environment-51129250;(2020, 1, 16);(5, 0, 26);Thu, 16 Jan 2020 05:00:26 GMT;d64dc4dd53aabc9f2281c7ad199ca388;;;
;294;Giant jet engines aim to make our flying greener. How much more efficiency can be wrung out of the jet engine - technology which is over 70 years old?;BBC News - Science & Environment;Giant jet engines aim to make our flying greener;How much more efficiency can be wrung out of the jet engine - technology which is over 70 years old?;https://www.bbc.co.uk/news/business-50850242;(2020, 1, 17);(0, 21, 50);Fri, 17 Jan 2020 00:21:50 GMT;b5e5f675624889a616de7e05f81ef12c;;;
;295;Climate change: What can I do about it and other questions. From population to plants, your questions answered about climate change.;BBC News - Science & Environment;Climate change: What can I do about it and other questions;From population to plants, your questions answered about climate change.;https://www.bbc.co.uk/news/science-environment-51134254;(2020, 1, 17);(0, 23, 50);Fri, 17 Jan 2020 00:23:50 GMT;d7f98ae50187f23f0db81ea4cee73ba2;;;
x;296;Facts and figures behind our climate and weather. What can the weather tell us about our changing planet? Ben Rich looks at the latest data in the first of our new monthly series, Climate Check.;BBC News - Science & Environment;Facts and figures behind our climate and weather;What can the weather tell us about our changing planet? Ben Rich looks at the latest data in the first of our new monthly series, Climate Check.;https://www.bbc.co.uk/weather/features/51127701;(2020, 1, 15);(19, 23, 34);Wed, 15 Jan 2020 19:23:34 GMT;0c20f0b535828ba9630cfb1fcf7f32b3;;;
;297;Climate change food calculator: What's your diet's carbon footprint?. Check the environmental impact of what you eat and drink.;BBC News - Science & Environment;Climate change food calculator: What's your diet's carbon footprint?;Check the environmental impact of what you eat and drink.;https://www.bbc.co.uk/news/science-environment-46459714;(2019, 8, 9);(6, 34, 55);Fri, 09 Aug 2019 06:34:55 GMT;6f0504ca2da6123078bbf0d73c658e8e;;;
x;298;Facial recognition: EU considers ban of up to five years. The European Commission wants time to work out how to prevent the technology being abused.;BBC News - Technology;Facial recognition: EU considers ban of up to five years;The European Commission wants time to work out how to prevent the technology being abused.;https://www.bbc.co.uk/news/technology-51148501;(2020, 1, 17);(11, 27, 17);Fri, 17 Jan 2020 11:27:17 GMT;cdd1a893f1ce1b77c33468f770f22b85;;;
;299;"Facebook blocks the Spinner's 'brainwashing' tech. Social network orders the Spinner to stop targeting its users with ""disguised"" ads.";BBC News - Technology;Facebook blocks the Spinner's 'brainwashing' tech;"Social network orders the Spinner to stop targeting its users with ""disguised"" ads.";https://www.bbc.co.uk/news/technology-51134738;(2020, 1, 17);(8, 39, 1);Fri, 17 Jan 2020 08:39:01 GMT;95f197f0eb9d10507b92bbb4a8f32583;;;
;300;Microsoft makes 'carbon negative' pledge. The tech giant promises to remove all the carbon it has emitted since its founding in 1975.;BBC News - Technology;Microsoft makes 'carbon negative' pledge;The tech giant promises to remove all the carbon it has emitted since its founding in 1975.;https://www.bbc.co.uk/news/technology-51133811;(2020, 1, 16);(20, 32, 36);Thu, 16 Jan 2020 20:32:36 GMT;0a35f79b90d245f970bfc721f2dd5018;;;
;301;Apple may have to abandon Lightning connector cable. European Parliament members want all tech giants to adopt a single universal charging method.;BBC News - Technology;Apple may have to abandon Lightning connector cable;European Parliament members want all tech giants to adopt a single universal charging method.;https://www.bbc.co.uk/news/technology-51137069;(2020, 1, 17);(2, 53, 4);Fri, 17 Jan 2020 02:53:04 GMT;284790ed5f34f9b173c4fa1213e2bfb0;;;
;302;Wireless taxi charging to be trialled at Nottingham station. The six-month trial will see 10 electric taxis in Nottingham given hardware to charge while waiting.;BBC News - Technology;Wireless taxi charging to be trialled at Nottingham station;The six-month trial will see 10 electric taxis in Nottingham given hardware to charge while waiting.;https://www.bbc.co.uk/news/uk-england-nottinghamshire-51140689;(2020, 1, 17);(0, 21, 30);Fri, 17 Jan 2020 00:21:30 GMT;a9e0bdf18282f1729721a2999aea0914;;;
x;303;Social media data needed for 'harm' research, say doctors. Understanding usage by children is key to studying potential harms and benefits, psychiatrists say.;BBC News - Technology;Social media data needed for 'harm' research, say doctors;Understanding usage by children is key to studying potential harms and benefits, psychiatrists say.;https://www.bbc.co.uk/news/health-51134545;(2020, 1, 17);(11, 35, 18);Fri, 17 Jan 2020 11:35:18 GMT;90ff1928e913774b4dddc8d46647b460;;;
x;304;Smart contact lens: 'It feels seriously sci-fi'. Mojo Vision has revealed its new lens which puts augmented reality in front of your eyes.;BBC News - Technology;Smart contact lens: 'It feels seriously sci-fi';Mojo Vision has revealed its new lens which puts augmented reality in front of your eyes.;https://www.bbc.co.uk/news/technology-51137379;(2020, 1, 16);(13, 0, 1);Thu, 16 Jan 2020 13:00:01 GMT;74988745bcefc5c8d73364321c770ce7;;;
;305;'Barnacle' car windscreen clamp sparks student fury. Students shared tips on how to remove the barnacle device on social media.;BBC News - Technology;'Barnacle' car windscreen clamp sparks student fury;Students shared tips on how to remove the barnacle device on social media.;https://www.bbc.co.uk/news/technology-51133807;(2020, 1, 16);(16, 47, 55);Thu, 16 Jan 2020 16:47:55 GMT;29fe3528dd4385d1eba2ae62ebe75596;;;
;306;Mukesh Ambani: Asia's richest man in $13bn ruling boost. India's Supreme Court rejects telecom operator's plea for relief on government levies.;BBC News - Technology;Mukesh Ambani: Asia's richest man in $13bn ruling boost;India's Supreme Court rejects telecom operator's plea for relief on government levies.;https://www.bbc.co.uk/news/business-51144891;(2020, 1, 17);(6, 41, 35);Fri, 17 Jan 2020 06:41:35 GMT;883b47f8386f9fcef55ebc2a369d6e22;;;
;307;US officials ground drones over espionage fears. US officials are reviewing a civilian drone programme because of concerns about Chinese infiltration.;BBC News - Technology;US officials ground drones over espionage fears;US officials are reviewing a civilian drone programme because of concerns about Chinese infiltration.;https://www.bbc.co.uk/news/world-us-canada-51100759;(2020, 1, 16);(22, 20, 33);Thu, 16 Jan 2020 22:20:33 GMT;7a29e78099ab2040e760ef9b7a82e7bd;;;
;308;US lawmakers concerned by accuracy of facial recognition. Lawmakers heard testimony on the risks of facial recognition programs which are largely unregulated.;BBC News - Technology;US lawmakers concerned by accuracy of facial recognition;Lawmakers heard testimony on the risks of facial recognition programs which are largely unregulated.;https://www.bbc.co.uk/news/technology-51130904;(2020, 1, 16);(4, 4, 16);Thu, 16 Jan 2020 04:04:16 GMT;7095ac4faac86cd0f76cf51f852641f6;;;
;309;Petersfield Bookshop inundated after 'tumbleweed' tweet. Author Neil Gaiman and thousands of other people were moved by the shop's plight.;BBC News - Technology;Petersfield Bookshop inundated after 'tumbleweed' tweet;Author Neil Gaiman and thousands of other people were moved by the shop's plight.;https://www.bbc.co.uk/news/uk-england-hampshire-51129840;(2020, 1, 15);(22, 29, 7);Wed, 15 Jan 2020 22:29:07 GMT;9d523d94a101a2f007eee00d6264c30a;;;
;310;Spotify's personalised playlist for pets and other news. BBC Click's Paul Carter looks at some of the best of the week's technology news.;BBC News - Technology;Spotify's personalised playlist for pets and other news;BBC Click's Paul Carter looks at some of the best of the week's technology news.;https://www.bbc.co.uk/news/technology-51148061;(2020, 1, 17);(11, 25, 38);Fri, 17 Jan 2020 11:25:38 GMT;e4566e9bef272bd0dab80bd03304a549;;;
;311;The challenges of developing 5G networks in Africa. There are considerable challenges to developing reliable 5G networks across Africa.;BBC News - Technology;The challenges of developing 5G networks in Africa;There are considerable challenges to developing reliable 5G networks across Africa.;https://www.bbc.co.uk/news/business-51136295;(2020, 1, 16);(18, 36, 59);Thu, 16 Jan 2020 18:36:59 GMT;ff8bf289dcc730cfea387278269d4080;;;
;312;The Indian small-town shop owner who became a TikTok star. Sumit Jain from India has discovered TikTok fame thanks to his singing and dancing skills.;BBC News - Technology;The Indian small-town shop owner who became a TikTok star;Sumit Jain from India has discovered TikTok fame thanks to his singing and dancing skills.;https://www.bbc.co.uk/news/world-asia-india-51088260;(2020, 1, 15);(0, 16, 0);Wed, 15 Jan 2020 00:16:00 GMT;d85f762de5f8f17185a9dd54d21ef7b5;;;
x;313;CES 2020: Samsung's invisible keyboard for smartphones. Samsung's SelfieType scans finger taps on a table using the smartphone's front camera.;BBC News - Technology;CES 2020: Samsung's invisible keyboard for smartphones;Samsung's SelfieType scans finger taps on a table using the smartphone's front camera.;https://www.bbc.co.uk/news/technology-51057261;(2020, 1, 9);(20, 57, 37);Thu, 09 Jan 2020 20:57:37 GMT;7af62b9d769fad5cf87118b7fc07e168;;;
x;314;CES 2020: Manta5's electric bike rides on water. After nearly a decade's research, a hydrofoil water bike has gone into mass production.;BBC News - Technology;CES 2020: Manta5's electric bike rides on water;After nearly a decade's research, a hydrofoil water bike has gone into mass production.;https://www.bbc.co.uk/news/technology-51029492;(2020, 1, 8);(2, 28, 1);Wed, 08 Jan 2020 02:28:01 GMT;a6d3653deaee928e7afe94f9ff9bd9ac;;;
x;315;CES 2020: Cyrcle Phone is round and has two headphone jacks. After five years in development, the makers of a circular phone say it is nearly ready for launch.;BBC News - Technology;CES 2020: Cyrcle Phone is round and has two headphone jacks;After five years in development, the makers of a circular phone say it is nearly ready for launch.;https://www.bbc.co.uk/news/technology-51043488;(2020, 1, 9);(5, 55, 4);Thu, 09 Jan 2020 05:55:04 GMT;ecd46cf4f16e5a1d7f7ef57d7cc7c412;;;
;316;Giant jet engines aim to make our flying greener. How much more efficiency can be wrung out of the jet engine - technology which is over 70 years old?;BBC News - Technology;Giant jet engines aim to make our flying greener;How much more efficiency can be wrung out of the jet engine - technology which is over 70 years old?;https://www.bbc.co.uk/news/business-50850242;(2020, 1, 17);(0, 21, 50);Fri, 17 Jan 2020 00:21:50 GMT;b5e5f675624889a616de7e05f81ef12c;;;
x;317;Microsoft ends Windows 7 support: What should you do?. The 10-year-old operating system will stop receiving updates from Tuesday.;BBC News - Technology;Microsoft ends Windows 7 support: What should you do?;The 10-year-old operating system will stop receiving updates from Tuesday.;https://www.bbc.co.uk/news/technology-51090407;(2020, 1, 13);(15, 14, 49);Mon, 13 Jan 2020 15:14:49 GMT;e4f56448511e7bd3a1184beda3de79dd;;;
;318;Researchers: Are we on the cusp of an ‘AI winter’?. AI researchers admit that the hype around AI may be cooling off once again.;BBC News - Technology;Researchers: Are we on the cusp of an ‘AI winter’?;AI researchers admit that the hype around AI may be cooling off once again.;https://www.bbc.co.uk/news/technology-51064369;(2020, 1, 12);(0, 17, 9);Sun, 12 Jan 2020 00:17:09 GMT;6c9e2cf60c34bff5dfd9e614e681b338;;;
;319;Plug-in and sail: Meet the electric ferry pioneers. Battery powered ferries are becoming bigger and are sailing further, but they are still expensive.;BBC News - Technology;Plug-in and sail: Meet the electric ferry pioneers;Battery powered ferries are becoming bigger and are sailing further, but they are still expensive.;https://www.bbc.co.uk/news/business-50233206;(2020, 1, 14);(0, 3, 40);Tue, 14 Jan 2020 00:03:40 GMT;ca55c87a421113164f00995be7dfb6ca;;;
x;320;What went wrong with virtual reality?. It was thought VR would be as common as televisions, but despite improvements it is yet to take off.;BBC News - Technology;What went wrong with virtual reality?;It was thought VR would be as common as televisions, but despite improvements it is yet to take off.;https://www.bbc.co.uk/news/business-50265414;(2020, 1, 10);(0, 1, 16);Fri, 10 Jan 2020 00:01:16 GMT;46b3e5750e631aaf7d959d66bd1900e6;;;
x;321;"The man who got rich on data - years before Google. Often called the ""new oil"", data is immensely valuable - but only if processed in the right way.";BBC News - Technology;The man who got rich on data - years before Google;"Often called the ""new oil"", data is immensely valuable - but only if processed in the right way.";https://www.bbc.co.uk/news/business-50578234;(2020, 1, 8);(0, 12, 0);Wed, 08 Jan 2020 00:12:00 GMT;d6bc8c7a5f1bef8b31710a29199de422;;;
;322;Derek Fowlds: Yes Minister and Heartbeat actor dies aged 82. The actor played Bernard in Yes Minister and was in the entire series of Heartbeat.;BBC News - Entertainment & Arts;Derek Fowlds: Yes Minister and Heartbeat actor dies aged 82;The actor played Bernard in Yes Minister and was in the entire series of Heartbeat.;https://www.bbc.co.uk/news/entertainment-arts-51147182;(2020, 1, 17);(11, 59, 4);Fri, 17 Jan 2020 11:59:04 GMT;6384921e46f12a12778f9baf3f231671;;;
;323;"Eminem criticised for lyric about bomb at Ariana Grande gig. ""What you said was hurtful to so many people,"" fans tell the rapper after hearing his latest lyrics.";BBC News - Entertainment & Arts;Eminem criticised for lyric about bomb at Ariana Grande gig;"""What you said was hurtful to so many people,"" fans tell the rapper after hearing his latest lyrics.";https://www.bbc.co.uk/news/entertainment-arts-51147007;(2020, 1, 17);(10, 18, 56);Fri, 17 Jan 2020 10:18:56 GMT;04d12cab919215b69fd97f80d2225fb2;;;
;324;Grammys chief removed 10 days before ceremony over misconduct allegation. Deborah Dugan is placed on leave following an allegation of misconduct.;BBC News - Entertainment & Arts;Grammys chief removed 10 days before ceremony over misconduct allegation;Deborah Dugan is placed on leave following an allegation of misconduct.;https://www.bbc.co.uk/news/entertainment-arts-51147001;(2020, 1, 17);(8, 41, 45);Fri, 17 Jan 2020 08:41:45 GMT;90d336d4dd938988274b5b6f7dec50ca;;;
;325;Actor Stephen Graham vows to help under-represented film and TV talent. The Irishman star sets up a production company to give a platform to new and neglected voices.;BBC News - Entertainment & Arts;Actor Stephen Graham vows to help under-represented film and TV talent;The Irishman star sets up a production company to give a platform to new and neglected voices.;https://www.bbc.co.uk/news/entertainment-arts-51141949;(2020, 1, 16);(17, 45, 32);Thu, 16 Jan 2020 17:45:32 GMT;76eb34e857806b6d6a51cc10c4a9f84e;;;
;326;"'First Middle-earth scholar' Christopher Tolkien dies. The son of JRR Tolkien is described as a ""titan"" who was a ""devoted curator of his father's work"".";BBC News - Entertainment & Arts;'First Middle-earth scholar' Christopher Tolkien dies;"The son of JRR Tolkien is described as a ""titan"" who was a ""devoted curator of his father's work"".";https://www.bbc.co.uk/news/uk-england-oxfordshire-51143879;(2020, 1, 16);(21, 40, 9);Thu, 16 Jan 2020 21:40:09 GMT;277fc46dea3a06b0d8851ac6328ff2d6;;;
