is_interesting;Spalte1;news;category;title;summary;link;date;time;datetime;ID
;263;Writing a ‘national anthem' for Mars. A former software analyst and rising opera star has penned a song for the Red Planet.;BBC News - Science & Environment;Writing a ‘national anthem' for Mars;A former software analyst and rising opera star has penned a song for the Red Planet.;https://www.bbc.co.uk/news/world-asia-50840814;(2020, 1, 2);(0, 1, 31);Thu, 02 Jan 2020 00:01:31 GMT;de6958312ef4f0efd0af5f6b6dafd2bb
;264;Our Planet Matters: Climate change explained. It's been linked to a year of extremes – from bushfires to torrential rains – but what is it?;BBC News - Science & Environment;Our Planet Matters: Climate change explained;It's been linked to a year of extremes – from bushfires to torrential rains – but what is it?;https://www.bbc.co.uk/news/science-environment-51129250;(2020, 1, 16);(5, 0, 26);Thu, 16 Jan 2020 05:00:26 GMT;d64dc4dd53aabc9f2281c7ad199ca388
;265;Giant jet engines aim to make our flying greener. How much more efficiency can be wrung out of the jet engine - technology which is over 70 years old?;BBC News - Science & Environment;Giant jet engines aim to make our flying greener;How much more efficiency can be wrung out of the jet engine - technology which is over 70 years old?;https://www.bbc.co.uk/news/business-50850242;(2020, 1, 17);(0, 21, 50);Fri, 17 Jan 2020 00:21:50 GMT;b5e5f675624889a616de7e05f81ef12c
;266;Climate change: What can I do about it and other questions. From population to plants, your questions answered about climate change.;BBC News - Science & Environment;Climate change: What can I do about it and other questions;From population to plants, your questions answered about climate change.;https://www.bbc.co.uk/news/science-environment-51134254;(2020, 1, 17);(0, 23, 50);Fri, 17 Jan 2020 00:23:50 GMT;d7f98ae50187f23f0db81ea4cee73ba2
;267;Facts and figures behind our climate and weather. What can the weather tell us about our changing planet? Ben Rich looks at the latest data in the first of our new monthly series, Climate Check.;BBC News - Science & Environment;Facts and figures behind our climate and weather;What can the weather tell us about our changing planet? Ben Rich looks at the latest data in the first of our new monthly series, Climate Check.;https://www.bbc.co.uk/weather/features/51127701;(2020, 1, 15);(19, 23, 34);Wed, 15 Jan 2020 19:23:34 GMT;0c20f0b535828ba9630cfb1fcf7f32b3
;268;Climate change food calculator: What's your diet's carbon footprint?. Check the environmental impact of what you eat and drink.;BBC News - Science & Environment;Climate change food calculator: What's your diet's carbon footprint?;Check the environmental impact of what you eat and drink.;https://www.bbc.co.uk/news/science-environment-46459714;(2019, 8, 9);(6, 34, 55);Fri, 09 Aug 2019 06:34:55 GMT;6f0504ca2da6123078bbf0d73c658e8e
;269;"Can Microsoft's 'moonshot' carbon goal succeed?. The tech giant admits its ""carbon negative"" goal is ambitious.";BBC News - Technology;Can Microsoft's 'moonshot' carbon goal succeed?;"The tech giant admits its ""carbon negative"" goal is ambitious.";https://www.bbc.co.uk/news/technology-51149014;(2020, 1, 17);(18, 39, 46);Fri, 17 Jan 2020 18:39:46 GMT;fa48614986378944380ac155947c3812
x;270;Facial recognition: EU considers ban of up to five years. The European Commission wants time to work out how to prevent the technology being abused.;BBC News - Technology;Facial recognition: EU considers ban of up to five years;The European Commission wants time to work out how to prevent the technology being abused.;https://www.bbc.co.uk/news/technology-51148501;(2020, 1, 17);(11, 27, 17);Fri, 17 Jan 2020 11:27:17 GMT;cdd1a893f1ce1b77c33468f770f22b85
;271;"Facebook blocks the Spinner's 'brainwashing' tech. Social network orders the Spinner to stop targeting its users with ""disguised"" ads.";BBC News - Technology;Facebook blocks the Spinner's 'brainwashing' tech;"Social network orders the Spinner to stop targeting its users with ""disguised"" ads.";https://www.bbc.co.uk/news/technology-51134738;(2020, 1, 17);(8, 39, 1);Fri, 17 Jan 2020 08:39:01 GMT;95f197f0eb9d10507b92bbb4a8f32583
;272;Girlsdoporn offline after losing legal battle. The site owners were ordered to pay $12.8m in damages to 22 women who appeared in videos it published.;BBC News - Technology;Girlsdoporn offline after losing legal battle;The site owners were ordered to pay $12.8m in damages to 22 women who appeared in videos it published.;https://www.bbc.co.uk/news/technology-51149011;(2020, 1, 17);(12, 20, 51);Fri, 17 Jan 2020 12:20:51 GMT;ea7e96eb2a076e528258dce5e292bd19
x;273;Apple may have to abandon Lightning connector cable. European Parliament members want all tech giants to adopt a single universal charging method.;BBC News - Technology;Apple may have to abandon Lightning connector cable;European Parliament members want all tech giants to adopt a single universal charging method.;https://www.bbc.co.uk/news/technology-51137069;(2020, 1, 17);(2, 53, 4);Fri, 17 Jan 2020 02:53:04 GMT;284790ed5f34f9b173c4fa1213e2bfb0
x;274;Wireless taxi charging to be trialled at Nottingham station. The six-month trial will see 10 electric taxis in Nottingham given hardware to charge while waiting.;BBC News - Technology;Wireless taxi charging to be trialled at Nottingham station;The six-month trial will see 10 electric taxis in Nottingham given hardware to charge while waiting.;https://www.bbc.co.uk/news/uk-england-nottinghamshire-51140689;(2020, 1, 17);(0, 21, 30);Fri, 17 Jan 2020 00:21:30 GMT;a9e0bdf18282f1729721a2999aea0914
;275;Microsoft makes 'carbon negative' pledge. The tech giant promises to remove all the carbon it has emitted since its founding in 1975.;BBC News - Technology;Microsoft makes 'carbon negative' pledge;The tech giant promises to remove all the carbon it has emitted since its founding in 1975.;https://www.bbc.co.uk/news/technology-51133811;(2020, 1, 16);(20, 32, 36);Thu, 16 Jan 2020 20:32:36 GMT;0a35f79b90d245f970bfc721f2dd5018
;276;Social media data needed for 'harm' research, say doctors. Understanding usage by children is key to studying potential harms and benefits, psychiatrists say.;BBC News - Technology;Social media data needed for 'harm' research, say doctors;Understanding usage by children is key to studying potential harms and benefits, psychiatrists say.;https://www.bbc.co.uk/news/health-51134545;(2020, 1, 17);(11, 35, 18);Fri, 17 Jan 2020 11:35:18 GMT;90ff1928e913774b4dddc8d46647b460
;277;Smart contact lens: 'It feels seriously sci-fi'. Mojo Vision has revealed its new lens which puts augmented reality in front of your eyes.;BBC News - Technology;Smart contact lens: 'It feels seriously sci-fi';Mojo Vision has revealed its new lens which puts augmented reality in front of your eyes.;https://www.bbc.co.uk/news/technology-51137379;(2020, 1, 16);(13, 0, 1);Thu, 16 Jan 2020 13:00:01 GMT;74988745bcefc5c8d73364321c770ce7
;278;'Barnacle' car windscreen clamp sparks student fury. Students shared tips on how to remove the barnacle device on social media.;BBC News - Technology;'Barnacle' car windscreen clamp sparks student fury;Students shared tips on how to remove the barnacle device on social media.;https://www.bbc.co.uk/news/technology-51133807;(2020, 1, 16);(16, 47, 55);Thu, 16 Jan 2020 16:47:55 GMT;29fe3528dd4385d1eba2ae62ebe75596
;279;Mukesh Ambani: Asia's richest man in $13bn ruling boost. India's Supreme Court rejects telecom operator's plea for relief on government levies.;BBC News - Technology;Mukesh Ambani: Asia's richest man in $13bn ruling boost;India's Supreme Court rejects telecom operator's plea for relief on government levies.;https://www.bbc.co.uk/news/business-51144891;(2020, 1, 17);(6, 41, 35);Fri, 17 Jan 2020 06:41:35 GMT;883b47f8386f9fcef55ebc2a369d6e22
;280;US officials ground drones over espionage fears. US officials are reviewing a civilian drone programme because of concerns about Chinese infiltration.;BBC News - Technology;US officials ground drones over espionage fears;US officials are reviewing a civilian drone programme because of concerns about Chinese infiltration.;https://www.bbc.co.uk/news/world-us-canada-51100759;(2020, 1, 16);(22, 20, 33);Thu, 16 Jan 2020 22:20:33 GMT;7a29e78099ab2040e760ef9b7a82e7bd
;281;Spotify's personalised playlist for pets and other news. BBC Click's Paul Carter looks at some of the best of the week's technology news.;BBC News - Technology;Spotify's personalised playlist for pets and other news;BBC Click's Paul Carter looks at some of the best of the week's technology news.;https://www.bbc.co.uk/news/technology-51148061;(2020, 1, 17);(11, 25, 38);Fri, 17 Jan 2020 11:25:38 GMT;e4566e9bef272bd0dab80bd03304a549
;282;The challenges of developing 5G networks in Africa. There are considerable challenges to developing reliable 5G networks across Africa.;BBC News - Technology;The challenges of developing 5G networks in Africa;There are considerable challenges to developing reliable 5G networks across Africa.;https://www.bbc.co.uk/news/business-51136295;(2020, 1, 16);(18, 36, 59);Thu, 16 Jan 2020 18:36:59 GMT;ff8bf289dcc730cfea387278269d4080
;283;The Indian small-town shop owner who became a TikTok star. Sumit Jain from India has discovered TikTok fame thanks to his singing and dancing skills.;BBC News - Technology;The Indian small-town shop owner who became a TikTok star;Sumit Jain from India has discovered TikTok fame thanks to his singing and dancing skills.;https://www.bbc.co.uk/news/world-asia-india-51088260;(2020, 1, 15);(0, 16, 0);Wed, 15 Jan 2020 00:16:00 GMT;d85f762de5f8f17185a9dd54d21ef7b5
;284;CES 2020: Samsung's invisible keyboard for smartphones. Samsung's SelfieType scans finger taps on a table using the smartphone's front camera.;BBC News - Technology;CES 2020: Samsung's invisible keyboard for smartphones;Samsung's SelfieType scans finger taps on a table using the smartphone's front camera.;https://www.bbc.co.uk/news/technology-51057261;(2020, 1, 9);(20, 57, 37);Thu, 09 Jan 2020 20:57:37 GMT;7af62b9d769fad5cf87118b7fc07e168
;285;CES 2020: Manta5's electric bike rides on water. After nearly a decade's research, a hydrofoil water bike has gone into mass production.;BBC News - Technology;CES 2020: Manta5's electric bike rides on water;After nearly a decade's research, a hydrofoil water bike has gone into mass production.;https://www.bbc.co.uk/news/technology-51029492;(2020, 1, 8);(2, 28, 1);Wed, 08 Jan 2020 02:28:01 GMT;a6d3653deaee928e7afe94f9ff9bd9ac
;286;CES 2020: Cyrcle Phone is round and has two headphone jacks. After five years in development, the makers of a circular phone say it is nearly ready for launch.;BBC News - Technology;CES 2020: Cyrcle Phone is round and has two headphone jacks;After five years in development, the makers of a circular phone say it is nearly ready for launch.;https://www.bbc.co.uk/news/technology-51043488;(2020, 1, 9);(5, 55, 4);Thu, 09 Jan 2020 05:55:04 GMT;ecd46cf4f16e5a1d7f7ef57d7cc7c412
;287;Giant jet engines aim to make our flying greener. How much more efficiency can be wrung out of the jet engine - technology which is over 70 years old?;BBC News - Technology;Giant jet engines aim to make our flying greener;How much more efficiency can be wrung out of the jet engine - technology which is over 70 years old?;https://www.bbc.co.uk/news/business-50850242;(2020, 1, 17);(0, 21, 50);Fri, 17 Jan 2020 00:21:50 GMT;b5e5f675624889a616de7e05f81ef12c
;288;Microsoft ends Windows 7 support: What should you do?. The 10-year-old operating system will stop receiving updates from Tuesday.;BBC News - Technology;Microsoft ends Windows 7 support: What should you do?;The 10-year-old operating system will stop receiving updates from Tuesday.;https://www.bbc.co.uk/news/technology-51090407;(2020, 1, 13);(15, 14, 49);Mon, 13 Jan 2020 15:14:49 GMT;e4f56448511e7bd3a1184beda3de79dd
x;289;Researchers: Are we on the cusp of an ‘AI winter’?. AI researchers admit that the hype around AI may be cooling off once again.;BBC News - Technology;Researchers: Are we on the cusp of an ‘AI winter’?;AI researchers admit that the hype around AI may be cooling off once again.;https://www.bbc.co.uk/news/technology-51064369;(2020, 1, 12);(0, 17, 9);Sun, 12 Jan 2020 00:17:09 GMT;6c9e2cf60c34bff5dfd9e614e681b338
;290;Plug-in and sail: Meet the electric ferry pioneers. Battery powered ferries are becoming bigger and are sailing further, but they are still expensive.;BBC News - Technology;Plug-in and sail: Meet the electric ferry pioneers;Battery powered ferries are becoming bigger and are sailing further, but they are still expensive.;https://www.bbc.co.uk/news/business-50233206;(2020, 1, 14);(0, 3, 40);Tue, 14 Jan 2020 00:03:40 GMT;ca55c87a421113164f00995be7dfb6ca
;291;What went wrong with virtual reality?. It was thought VR would be as common as televisions, but despite improvements it is yet to take off.;BBC News - Technology;What went wrong with virtual reality?;It was thought VR would be as common as televisions, but despite improvements it is yet to take off.;https://www.bbc.co.uk/news/business-50265414;(2020, 1, 10);(0, 1, 16);Fri, 10 Jan 2020 00:01:16 GMT;46b3e5750e631aaf7d959d66bd1900e6
x;292;"The man who got rich on data - years before Google. Often called the ""new oil"", data is immensely valuable - but only if processed in the right way.";BBC News - Technology;The man who got rich on data - years before Google;"Often called the ""new oil"", data is immensely valuable - but only if processed in the right way.";https://www.bbc.co.uk/news/business-50578234;(2020, 1, 8);(0, 12, 0);Wed, 08 Jan 2020 00:12:00 GMT;d6bc8c7a5f1bef8b31710a29199de422
;293;"Manchester mayor criticises Eminem for rap about Ariana Grande gig bomb. Andy Burnham calls the rap about the 2017 attack ""unnecessarily hurtful and deeply disrespectful"".";BBC News - Entertainment & Arts;Manchester mayor criticises Eminem for rap about Ariana Grande gig bomb;"Andy Burnham calls the rap about the 2017 attack ""unnecessarily hurtful and deeply disrespectful"".";https://www.bbc.co.uk/news/entertainment-arts-51147007;(2020, 1, 17);(17, 49, 50);Fri, 17 Jan 2020 17:49:50 GMT;e3ffc59c2fd7baf99c94edf626c572e2
;294;Derek Fowlds: Yes Minister and Heartbeat actor dies aged 82. The actor played Bernard in Yes Minister and was in the entire series of Heartbeat.;BBC News - Entertainment & Arts;Derek Fowlds: Yes Minister and Heartbeat actor dies aged 82;The actor played Bernard in Yes Minister and was in the entire series of Heartbeat.;https://www.bbc.co.uk/news/entertainment-arts-51147182;(2020, 1, 17);(12, 24, 40);Fri, 17 Jan 2020 12:24:40 GMT;6384921e46f12a12778f9baf3f231671
;295;Grammys chief removed 10 days before ceremony over misconduct allegation. Deborah Dugan is placed on leave following an allegation of misconduct.;BBC News - Entertainment & Arts;Grammys chief removed 10 days before ceremony over misconduct allegation;Deborah Dugan is placed on leave following an allegation of misconduct.;https://www.bbc.co.uk/news/entertainment-arts-51147001;(2020, 1, 17);(8, 41, 45);Fri, 17 Jan 2020 08:41:45 GMT;90d336d4dd938988274b5b6f7dec50ca
;296;Wiggles singer Greg Page has cardiac arrest at bushfire relief show. Greg Page, a founder and original lead singer of the children's group, collapsed in Sydney.;BBC News - Entertainment & Arts;Wiggles singer Greg Page has cardiac arrest at bushfire relief show;Greg Page, a founder and original lead singer of the children's group, collapsed in Sydney.;https://www.bbc.co.uk/news/world-australia-51152834;(2020, 1, 17);(20, 6, 42);Fri, 17 Jan 2020 20:06:42 GMT;eca35a0c57e39c2ed254ab4a7e7f25d8
;297;Mac Miller sounds 'at peace' on posthumous album. Mac Miller fans tell Radio 1 Newsbeat what hearing his last album means to them.;BBC News - Entertainment & Arts;Mac Miller sounds 'at peace' on posthumous album;Mac Miller fans tell Radio 1 Newsbeat what hearing his last album means to them.;https://www.bbc.co.uk/news/newsbeat-51132356;(2020, 1, 17);(14, 6, 41);Fri, 17 Jan 2020 14:06:41 GMT;725144e62fd53c9dad84ed5ed802856c
;298;Actor Stephen Graham vows to help under-represented film and TV talent. The Irishman star sets up a production company to give a platform to new and neglected voices.;BBC News - Entertainment & Arts;Actor Stephen Graham vows to help under-represented film and TV talent;The Irishman star sets up a production company to give a platform to new and neglected voices.;https://www.bbc.co.uk/news/entertainment-arts-51141949;(2020, 1, 16);(17, 45, 32);Thu, 16 Jan 2020 17:45:32 GMT;76eb34e857806b6d6a51cc10c4a9f84e
;299;"'First Middle-earth scholar' Christopher Tolkien dies. The son of JRR Tolkien is described as a ""titan"" who was a ""devoted curator of his father's work"".";BBC News - Entertainment & Arts;'First Middle-earth scholar' Christopher Tolkien dies;"The son of JRR Tolkien is described as a ""titan"" who was a ""devoted curator of his father's work"".";https://www.bbc.co.uk/news/uk-england-oxfordshire-51143879;(2020, 1, 16);(21, 40, 9);Thu, 16 Jan 2020 21:40:09 GMT;277fc46dea3a06b0d8851ac6328ff2d6
;300;"Ban on spiked collars at Slipknot gig in Glasgow 'ridiculous'. One club owner described the clothing restrictions for the band's Glasgow show as ""a joke"".";BBC News - Entertainment & Arts;Ban on spiked collars at Slipknot gig in Glasgow 'ridiculous';"One club owner described the clothing restrictions for the band's Glasgow show as ""a joke"".";https://www.bbc.co.uk/news/uk-scotland-glasgow-west-51146090;(2020, 1, 17);(16, 43, 2);Fri, 17 Jan 2020 16:43:02 GMT;a4f807e67fe579c729fb2ca001ed7c9a
;301;Music giant nurtures neurodiverse talent. Universal Music UK have changed their work culture to be more inclusive to neurodiverse people.;BBC News - Entertainment & Arts;Music giant nurtures neurodiverse talent;Universal Music UK have changed their work culture to be more inclusive to neurodiverse people.;https://www.bbc.co.uk/news/uk-51014028;(2020, 1, 17);(0, 7, 9);Fri, 17 Jan 2020 00:07:09 GMT;5c514dce5bf6895ad707c52824644319
;302;James Bond's greatest hits - and biggest misses. Billie Eilish is following in the footsteps of some classic Bond themes (and some stinkers).;BBC News - Entertainment & Arts;James Bond's greatest hits - and biggest misses;Billie Eilish is following in the footsteps of some classic Bond themes (and some stinkers).;https://www.bbc.co.uk/news/entertainment-arts-51118593;(2020, 1, 15);(13, 47, 10);Wed, 15 Jan 2020 13:47:10 GMT;b10e055fbb52bc696883245518c45223
;303;Bombshell: Charlize Theron on 'wrapping her head around' Megyn Kelly. Charlize Theron on becoming Megyn Kelly in the Oscar-nominated Bombshell.;BBC News - Entertainment & Arts;Bombshell: Charlize Theron on 'wrapping her head around' Megyn Kelly;Charlize Theron on becoming Megyn Kelly in the Oscar-nominated Bombshell.;https://www.bbc.co.uk/news/entertainment-arts-51047126;(2020, 1, 15);(0, 51, 1);Wed, 15 Jan 2020 00:51:01 GMT;a25738e32c5924eea20c5579c5493602
;304;Jack Lowden: Working with Dwayne 'The Rock' Johnson was 'utterly bizarre'. Scots actor Jack Lowden discusses his career following his nomination for a Bafta rising star award.;BBC News - Entertainment & Arts;Jack Lowden: Working with Dwayne 'The Rock' Johnson was 'utterly bizarre';Scots actor Jack Lowden discusses his career following his nomination for a Bafta rising star award.;https://www.bbc.co.uk/news/uk-scotland-south-scotland-51119766;(2020, 1, 16);(0, 22, 45);Thu, 16 Jan 2020 00:22:45 GMT;58dc4344df86106f80f29be7a19c98b0
;305;Brit Awards 2020: Why weren't more women nominated?. After a banner year for women in 2019, this year's Brit Awards are dominated by men. What happened?;BBC News - Entertainment & Arts;Brit Awards 2020: Why weren't more women nominated?;After a banner year for women in 2019, this year's Brit Awards are dominated by men. What happened?;https://www.bbc.co.uk/news/entertainment-arts-51089489;(2020, 1, 14);(1, 45, 47);Tue, 14 Jan 2020 01:45:47 GMT;9bf43569796ebf660d703381cded1000
;306;Love Island winner sets sights on Olympics. From winning Love Island to helping make Irish rugby history, 2019 was a whirlwind year for Greg O'Shea, who now has his sights set on the Olympic Games.;BBC News - Entertainment & Arts;Love Island winner sets sights on Olympics;From winning Love Island to helping make Irish rugby history, 2019 was a whirlwind year for Greg O'Shea, who now has his sights set on the Olympic Games.;https://www.bbc.co.uk/sport/rugby-union/51086059;(2020, 1, 15);(6, 40, 47);Wed, 15 Jan 2020 06:40:47 GMT;da24d26a007e60536aeedca1bf1509fa
;307;Actor Laurence Fox's Question Time clash over Meghan. The Lewis actor clashed with an audience member over whether press coverage was racist.;BBC News - Entertainment & Arts;Actor Laurence Fox's Question Time clash over Meghan;The Lewis actor clashed with an audience member over whether press coverage was racist.;https://www.bbc.co.uk/news/uk-51145321;(2020, 1, 17);(4, 21, 58);Fri, 17 Jan 2020 04:21:58 GMT;0d82e6e773fa57f76d2ee7fda98ba880
;308;Mistaken identity: 'You called the wrong Robert Shapiro...'. Presenter Evan Davis said it was the worst mistake since he joined Radio 4's PM programme.;BBC News - Entertainment & Arts;Mistaken identity: 'You called the wrong Robert Shapiro...';Presenter Evan Davis said it was the worst mistake since he joined Radio 4's PM programme.;https://www.bbc.co.uk/news/uk-51142491;(2020, 1, 16);(21, 25, 52);Thu, 16 Jan 2020 21:25:52 GMT;33c983b14bd79e113680dbdda08e0512
;309;Newcastle children talk mental health thanks to puppets. The show is touring schools and is being used to spot early signs of issues.;BBC News - Entertainment & Arts;Newcastle children talk mental health thanks to puppets;The show is touring schools and is being used to spot early signs of issues.;https://www.bbc.co.uk/news/uk-england-tyne-51143669;(2020, 1, 17);(0, 58, 43);Fri, 17 Jan 2020 00:58:43 GMT;f5c750f8b5760e4837716cb74b75b5a5
;310;David Bowie: Unseen footage released by De Montfort University. The footage shot in 1998 was to create a holographic artwork on David Bowie's album Hours.;BBC News - Entertainment & Arts;David Bowie: Unseen footage released by De Montfort University;The footage shot in 1998 was to create a holographic artwork on David Bowie's album Hours.;https://www.bbc.co.uk/news/uk-england-leicestershire-51125250;(2020, 1, 16);(0, 4, 27);Thu, 16 Jan 2020 00:04:27 GMT;ede253dfb006bab60e741c8b8d5adb23
;311;"Hip-hop artist: 'I'm called Satan when I rap'. ""Mina the Veiled"" is a Senegalese hip-hop artist who is often mocked because of her passion for rap.";BBC News - Entertainment & Arts;Hip-hop artist: 'I'm called Satan when I rap';"""Mina the Veiled"" is a Senegalese hip-hop artist who is often mocked because of her passion for rap.";https://www.bbc.co.uk/news/world-africa-51128720;(2020, 1, 16);(0, 18, 12);Thu, 16 Jan 2020 00:18:12 GMT;75b6abaf3285758c309e6140facc3971
;312;Oscars 2020: Who's been nominated?. The nominations for this year's Academy Awards have been announced, with Joker leading the pack with 11 nods.;BBC News - Entertainment & Arts;Oscars 2020: Who's been nominated?;The nominations for this year's Academy Awards have been announced, with Joker leading the pack with 11 nods.;https://www.bbc.co.uk/news/entertainment-arts-51100059;(2020, 1, 13);(20, 44, 19);Mon, 13 Jan 2020 20:44:19 GMT;0c3f9beb2b16dca1198d10eaf602e92e
